idx,transcript,annotated,donated
339,"Persuader: do you like kids
	Persuadee: Yes I have 2
Persuader: do you know many kids in the world are suffering
	Persuadee: Not exactly, but I'm sure it's thousands 
Persuader: Yes exactly right. Save the children is a group that helps kids in warzones
	Persuadee: That sounds like a worthwhile cause
Persuader: have you ever donated to a charity
	Persuadee: Yes, very often
Persuader: i plan on donating to save the children
	Persuadee: I will too. Also to abused women.
Persuader: me also, do you know how much a candy bar costs
	Persuadee: 85 cents to 1.35 around here
Persuader: yes those are the exact prices, should we donate that much?
	Persuadee: That sounds perfect
Persuader: do you ever get tired of being awesome?
	Persuadee: Nope. Not even a little!
Persuader: thats cool, it seems hard?
	Persuadee: Not really, I just try to be helpful
Persuader: me too, DONT BETRAY MY TRUST
	Persuadee: I believe in that ",False,0.5
340,"Persuader: Hello there! Have you heard of the international organization Save the Children?
	Persuadee: Hi.  It sounds familiar but I'm not sure.
Persuader: Save the Children is a non-governmental organizaton that promotes children's rights, provides relief, and helps support children in developing countries. It's a great organization!
	Persuadee: Is it reputable?
Persuader: Certainly! I do volunteer work that supports the organization, actually. And if you'd like to check out the website, you can go to  URL 
	Persuadee: It looks like they do great work.  Let's make a donation.
Persuader: Sounds great, your generosity will go great lengths! How much would you like to donate to the organization? Your donation will be directly deducted from your task payment and you can choose any amount from $0 to all of your payment.
	Persuadee: I'll donate half my payment, so $.15.
Persuader: Wonderful! The research team will collect all donations and send them directly to Save the Children.
	Persuadee: Sounds good.  Out of curiosity, what did you do as a volunteer?
Persuader: Pack educational materials/books to send to children with limited access to such resources
	Persuadee: That's interesting.  I might want to volunteer too.
Persuader: It's a very rewarding experience. A productive activity to fill your free time with. :)
	Persuadee: It doesn't seem fair that some kids are born into bad situations through no fault of their own.
Persuader: Certainly. The good thing is, however, that there are many organizations that we can support that help push for and ensure the rights of children and that they are given opportunities to succeed.
	Persuadee: Thanks for telling me about it.
Persuader: You are welcome! Thank you for your kind donation.
	Persuadee: It's not much, but I don't have much money.  Of course I have no way of knowing no matter what you answer, but are you a real person?
Persuader: Small changes lead to big results. ;) and haha! Yes, I am. :)
	Persuadee: Good luck to you!  I hope you get lots of donations.",False,0.15
341,"Persuader: Hello, how are you today?
	Persuadee: I'm good.  What Children's charity would you like to donate money to?
Persuader: I like to donate, but i have a soft heart for children too. I recently read about ""Save the Children"" and red more about it.
	Persuadee: Save the Children sounds like a good charity to me as well.
Persuader: Yes I like how they are clear about their financial reports and They are a big organization 
	Persuadee: Clear financial reports are a very good thing.  They work with children all around the world. Correct?
Persuader: Yes they work in 120 different countries, on different issues.
	Persuadee: Wow, that's amazing.  Definitely a charity that I could stand behind and support.
Persuader: Same here, they have many option to help, We can donate or We can participate in their events
	Persuadee: I don't know much about their events.  But I have money that I can donate.
Persuader: I usually like to help financially too, since I do not have many off days to join event. Some of their members even travel to different countries to help in person. I believe that is a big thing to do
	Persuadee: I wouldn't have the time off to do that.  But that's pretty cool what they do.
Persuader: Yes, they are also connected to big companies like IKEA and Walt Disney. I would like to see part of my purchase will be donated
	Persuadee: Donating part of a purchase is such an easy way for a large amount of people to donate money.
Persuader: Exactly, I also like how there are HITs which encourage you to donate. It makes me happy to donate part or all of my bonus
	Persuadee: If it's a charity I believe in that's a great way.  I donate to many local charities in my city.
Persuader: that is so nice of you. like ""Save the Children"" has many options to donate. You can directly donate through website, It has a minimum amount, but you can also donate part of the HIT reward at the end of the conversation, It can be 0 or 1 cent or any other amount
	Persuadee: I think I'll probably donate at the end of this conversation.  Will you be doing so as well?
Persuader: I sure will. I did it in the past. and surprisingly my reward did not even change
	Persuadee: I've had similar things happen.  I'm glad we good agree on a charity to donate to.",False,0.1
342,"Persuader: hello, do you know about the charity save the children?
	Persuadee: Hi. No, I have not heard about that charity.
Persuader: do you want some info?
	Persuadee: Yes, I would love some information.
Persuader: save the children is a non-profit organization that help the children all around the world.
	Persuadee: How do they help the children?
Persuader: they collect charities and help the children by schooling them , feeding them, curing them.
	Persuadee: That sounds great. How can I get involved?
Persuader: you can help by being part of us, do you want to help?
	Persuadee: I would really like to help.
Persuader: cool, you just have to agree to give some amount of your bonus, you can give how much you want. re you interested?
	Persuadee: Yes, I'm interested. I can give $0.60 cents.
Persuader: cool, you are a very kind person, you know that you can help a child being feed today?
	Persuadee: Really? Does the charity feed the children in the USA or abroad?
Persuader: they feed the children where is a child in difficulties , they now are helpin Hawaii with the hurricane 
	Persuadee: That is amazing. Is there any other way to get involved besides donating?
Persuader: for the moment donating is good, but if you really are interested you can apply for a job in our organization. 
	Persuadee: Okay, I will think about it. What do you do in the organization?
Persuader: i help with everything they say to me, now im helping finding people donating, thank you for the donation today, god bless you.
	Persuadee: Thank you very much. I will happily donate 60 cents.",False,0.0
343,"Persuader: What do you think of children?
	Persuadee: I think they are the future of the world and in general, I like them.
Persuader: I agree. What would you think of donating to Save The Children, a charity organization dedicated to helping children in poor third-world countries have a brighter future?
	Persuadee: I think we have bigger problems to solve than helping children in poor third-world countries, and if I decide to donate money it would be to a different organization
Persuader: That's a shame. I always donate 10% of my income to charities. Why don't you want to help starving children?
	Persuadee: because I prefer to donate money to organizations attacking bigger problems, it's just a matter of priorities
Persuader: Some of these children haven't eaten for days. They're skin and bones. What could be more important than basic human decency?
	Persuadee: There are a lot of problems more important than feeding kids. Cancer research for example, water or basic health in poor countries. Basic human decency is not just food.
Persuader: None of those things matter to children who are dying right now of hunger. They won't be alive to enjoy those benefits if we don't take care of them now.
	Persuadee: If you think that way then you have never seen sickness and people suffering from easily treated health problems. I've seen cancer way too close to me to make me believe that's way more important to solve than feeding kids in another country.
Persuader: You won't even donate $1? That's half of what you'll be making from this study alone. You wouldn't even notice it's absece
	Persuadee: I would donate and I donated every year way more than that but to organizations attacking problems that I think should be solved first
Persuader: And how much money do you spend on luxuries like coffee, soda, fast food, etc? You really think that money couldn't be better used in Syria?
	Persuadee: I think you got the wrong person, I don't spend money on luxuries because I have not enough money to be able to do that. I cook my own food and I don't drink coffee or soda, and I still donate money to help causes I believe should be solved. I do believe that money could be used better than sending it to Syria
Persuader: That's short-sighted. Solving cancer or repairing infrastructure won't matter to the millions that die from lack of food.
	Persuadee: You are the one short-sighted. I didn't say anything about repairing infrastructure, and yes, solving cancer would be way better used money than sending it to Syria.
Persuader: You said water. That's infrastructure. Do you even know what you're talking about?
	Persuadee: No, you are wrong, water is not infrastructure, you should read a little bit before you say something liked that
Persuader: lol google it if you don't believe me:  URL 
	Persuadee: First, 'lol' shouldn't be in a serious conversation, and second, It's not just that you are wrong, I actually support an organization providing clean water access to people, and helping with that problem it's not just a matter of infrastructure ",False,0.0
344,"Persuader: Hello, how are you this evening/morning?
	Persuadee: I am good thanks, how are you?
Persuader: I am good, have you ever heard about the organization ""Save the Children""?
	Persuadee: Yes but I do not know that much about it
Persuader: Its an international non-government org that is focused on children's rights. It promotes relief and support for children in developing countries. Have you ever donated to a charity? 
	Persuadee: Yes I have made donations to help sick children
Persuader: That is really wonderful. I believe donating is important for us to do no matter the amount. This organization helps sick children all around the world, especially those in war zones like Syria/Africa. Do you help sick children outside your home country?
	Persuadee: I have helped children outside my country in the past. I believe donations of any amount help make a difference 
Persuader: You sound like a very generous person. I have personal history as my husband was a refugee as a child. We have a blended family. It just makes me sad that children have to suffer no matter where they are. Save the children is a great organization. Would you consider a donation to them?
	Persuadee: Yes I agree and I would consider a donation to them
Persuader: That is really great, this organization also helps with children's rights to health, education, safety, and much more. Your donation would make a tangible impact no matter the amount. 
	Persuadee: At this time I would like to donate $2.00
Persuader: That would be wonderful, are you interested in their website?
	Persuadee: Yes that would be great
Persuader: Here is their website:   URL 
	Persuadee: Ok I will check it out now thank you have a good night
Persuader: Before you go please a few more questions, just to clarify you are willing to donate $2 of your bonus to this organization?
	Persuadee: Yes I am
Persuader: Thank you for your donation. Please be ensured that the researcher will collect all donations and send it directly to the organization.
	Persuadee: Ok thank you for your help and information 
Persuader: Thank you have a wonderful day, it was nice to chat with you.
	Persuadee: You as well",False,2.0
345,"Persuader: Hi, how are you today?
	Persuadee: i'm good. how are you? are you ready for your 3 day weekend?
Persuader: I'm good, I'm never ready when I should be , haha
	Persuadee: luckily i don't have to really do much, so what brings you here today?
Persuader: Well, how do you feel about charity's like Save the Children? Do you donate often?
	Persuadee: I haven't donated to them but i'm sympathetic to their cause
Persuader: Would you ever consider donating?
	Persuadee: Do you know what the donations go to? i'm not very well versed on the details 
Persuader: Sure, they go to many things well, revolving around children anyway. Some of their funding goes to the refugee children who are going hungry, without education, and medical help. They go to children who have been through natural disasters to help them and their families rebuild the communities like the most recent hurrican in Texas. They also fund programs for inner city kids to have a safe haven while continuing their education.
	Persuadee: are you a supporter / donor?
Persuader: Yes, I've donated reguarly, most of the time I wish I could do more but even the smallest amounts help.... even pennies add up if there's enough ::)
	Persuadee: i would think about donating something at some point. 
Persuader: Well, today the research team are giving all of us the oppurtunity to donate some of our bonus money if we are interested in doing so....  
	Persuadee: how much have you donated today? or intend to donate today?
Persuader: I'm going to donate $.25 of mine like I said it's not much but something is better then nothing at least that's what I've been told since I was a kid :)
	Persuadee: can you tell me anything else about save the children?
Persuader: Well, they're a international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries. And all of the donations they recieve go towards the children unlike other charities who only donate a portion.
	Persuadee: okay, id be willing to donate 30 cents to them. 
Persuader: See, $.25 has now turned in $.55 almost the price of a candy bar ;)
	Persuadee: thats true, :) if only everyone else did it too, that 55 cents would go really far",False,0.0
346,"Persuader: Hi, my name is Maria, How are you?
	Persuadee: Hi Maria. I'm doing fine, thanks! :)
Persuader: So I just got involved with this charity called Save the Children. I don't know if you remember the actress Sally Struthers from All in the Family, but she used to promote it. Anyway, they are really involved in helping the children in Syria.
	Persuadee: Oh nice. What kind of work do they do with children?
Persuader: They go into places where many other agencies won't go...war torn nations like Somalia, Venezuela and Syria. They specifically concentrate on helping children, who really are innocent and can't fend for themselves. Many of them are orphans.
	Persuadee: That sounds like a pretty good cause. Are they a non-profit? Do you know how they are funded?
Persuader: Yes they are definitely non-profit. They get donations from big donors like corporations, but a lot of their funding comes from people like you and me who give smaller amounts. Any little bit helps. When you consider that workers in many countries make $3.00 a day, just 50 cents can make a huge difference in the life of a child.
	Persuadee: That's true. Every little bit counts, I suppose.
Persuader: I usually am one who supports animal welfare charities and environmental charities, but Save the Children is one of the few children's charities that I really have a lot of respect for. I am going to donate some of my task money. I was wondering if you would be interested in doing the same. It doesn't have to be a lot...just what you feel moved to donate. Any bit makes a difference.
	Persuadee: Oh i'm a big animal lover too! I'd definitely be interested in donating, but can I ask a few questions first?
Persuader: Sure! I'll answer as best as I can.
	Persuadee: Awesome. Do you know how much of our donations go directly to help the children? Sorry, to ask but I've contributed to a few that were less than open about it...
Persuader: charity navigator says 88.3% which is in line with similar charities that do the same thing
	Persuadee: Oh, that's actually pretty good. I understand there always has to be room for admin costs and outreach. Also, do you know how we actually make a donation?
Persuader: Yes. The team will monitor this conversation, and once I ask you what you want to give, they will take care of it. Being that this is mechanical turk and that it is an academic survey, I believe they are trustworthy and will get the money to the charity. So....if you have decided to donate, how much would you like to donate?
	Persuadee: Okay, sounds good. Is there a limit to what we can donate? I think we only get $0.30 for this HIT, so can I donate all or part of that?
Persuader: You can donate anywhere from 0 to 30 cents. The decision is yours. And thank you for whatever you decide to give. 
	Persuadee: Okay, I'll donate all $0.30 then: it's not a lot, but I guess it's better than nothing!
Persuader: To us it isn't much. To the children it means an awful lot. God Bless You for your donation!
	Persuadee: I guess you're right. Thanks so much for introducing me to the charity. Have a great day Maria!! :)",False,0.3
347,"Persuader: Hi! Do you have kids?
	Persuadee: I do. 2 of them. Do you?
Persuader: Not yet but one day! Have you ever heard of Save the Children>
	Persuadee: I might have. I am not sure. Why?
Persuader: I am a member of STC myself and hope to inform you of how great our organization is!
	Persuadee: Oh nice. Please do. 
Persuader: STC is an international organization promoting children's rights, especially children in developing countries. Have you ever done a mission trip or vocational trip to a third world country?
	Persuadee: Oh I have not. I think people that do are very interesting. Have you? 
Persuader: Not yet but I am traveling to Uganda with STC in March! Have you ever wanted to do something like that?
	Persuadee: It would be quite exciting I bet. What will you do when you get there? 
Persuader: We will be setting up a pseudo- children's hospital. More like a nurses station to help sick kiddos in remote villages.
	Persuadee: That's awesome. I bet they can use the help.
Persuader: They definitely can! And you can help, too!
	Persuadee: How could I do that?
Persuader: By supporting STC! Would you like to learn how?
	Persuadee: Sure. I would like that.
Persuader: There is no such thing as a small donation. If you'd be willing, you could donate some or all of your incoming payment for this task to STC! It'd be nothing more than a bag of chips at the store. Less than, even!
	Persuadee: How about .50. Will that be ok?
Persuader: That would be amazing! The research team will collect all donations and send them to STC. I am so appreciative!
	Persuadee: Wonderful. Thanks for the info.",False,0.5
348,"Persuader: Hello!
	Persuadee: Hi there! 
Persuader: how are things going for you/
	Persuadee: They are going well - are we supposed to decide about a donation out of our $2?
Persuader: Yes we are.  how do you feel about it?
	Persuadee: Well it would depend on what the donation is supposed to go to.
Persuader: The charity is Save The Children.  It promotes  children's rights, provides relief and helps support children in developing countries.
	Persuadee: Oh OK well that sounds like a good cause for a donation.
Persuader: Excellent! I thought so as well!
	Persuadee: I was thinking that donating half of the $2 would be a fair amount
Persuader: That's what I was thinking as well.  If we donate half, we still got something in return.
	Persuadee: I think that sounds like a good plan and it is fair to everyone.
Persuader: Excellent.  I will donate half and do will do the same then?  that's 1 dollar each for donation.
	Persuadee: Yes! I have been hearing of this charity since I was very young.
Persuader: I have donated there in the past, and I know the good work that they do here and abroad.
	Persuadee: Our children's group in my childhood church used to take up coins to donate to them.
Persuader: That's really awesome!  With what they accomplish with a little money, I feel we will make a small difference.
	Persuadee: I hope so - I've seen the ads on television and some of those poor children have to live in terrible conditions.
Persuader: Agreed.  Thank you for helping me make a donation today!!
	Persuadee: Likewise - it is a good feeling to be able to help someone!
Persuader: Excellent! We can finish now.  So, a dollar from you and me is a deal?
	Persuadee: Yes one dollar each to donate to the cause. And yes I am ready to finish the conversation. It's been nice chatting with you.",False,1.0
